company1	company2	label
ffa0a507-bd77-467c-9efe-191d16a7070d::span:0:23	ffa0a507-bd77-467c-9efe-191d16a7070d::span:165:188	-1
ffa0a507-bd77-467c-9efe-191d16a7070d::span:43:51	ffa0a507-bd77-467c-9efe-191d16a7070d::span:208:216	-1
5db8c173-2e7f-4a5c-8941-86e6d509ff7c::span:82:105	5db8c173-2e7f-4a5c-8941-86e6d509ff7c::span:125:133	1
353a9aa1-96a2-44f3-8d5a-7c33d347c5af::span:62:85	353a9aa1-96a2-44f3-8d5a-7c33d347c5af::span:91:99	1
7a09d3cd-2e7d-4b44-af6e-e40e347fac03::span:0:23	7a09d3cd-2e7d-4b44-af6e-e40e347fac03::span:29:37	1
b3b13aa0-77a9-46ef-b3f3-9cd6dc146467::span:277:285	b3b13aa0-77a9-46ef-b3f3-9cd6dc146467::span:23:46	1
bf3258bb-2b25-4d2b-a139-9dea1a410800::span:157:165	bf3258bb-2b25-4d2b-a139-9dea1a410800::span:53:76	1
ddfa1e36-e15f-47d4-a4bb-02442184783b::span:0:23	ddfa1e36-e15f-47d4-a4bb-02442184783b::span:43:51	1
2169c9d2-c6e5-4bd7-b182-76f08bc2e224::span:29:37	2169c9d2-c6e5-4bd7-b182-76f08bc2e224::span:0:23	1
5a4e1680-d93d-4a40-9321-284ff7272ee4::span:225:240	5a4e1680-d93d-4a40-9321-284ff7272ee4::span:203:213	-1
bb2c4317-ace6-4b57-b1f2-5cf73305c906::span:123:128	bb2c4317-ace6-4b57-b1f2-5cf73305c906::span:147:152	-1
4f74f3c5-062e-49b5-89b5-fa653e61ba04::span:185:202	4f74f3c5-062e-49b5-89b5-fa653e61ba04::span:325:337	-1
c82e17ee-573f-4eb8-8567-fcf2b872c9f9::span:46:71	c82e17ee-573f-4eb8-8567-fcf2b872c9f9::span:77:83	1
c82e17ee-573f-4eb8-8567-fcf2b872c9f9::span:46:71	c82e17ee-573f-4eb8-8567-fcf2b872c9f9::span:247:253	1
c82e17ee-573f-4eb8-8567-fcf2b872c9f9::span:77:83	c82e17ee-573f-4eb8-8567-fcf2b872c9f9::span:247:253	-1
a61641a0-3bfd-4452-ae6c-504b0d9a3652::span:0:5	a61641a0-3bfd-4452-ae6c-504b0d9a3652::span:22:30	1
a61641a0-3bfd-4452-ae6c-504b0d9a3652::span:0:5	a61641a0-3bfd-4452-ae6c-504b0d9a3652::span:196:204	1
a61641a0-3bfd-4452-ae6c-504b0d9a3652::span:36:41	a61641a0-3bfd-4452-ae6c-504b0d9a3652::span:22:30	1
a61641a0-3bfd-4452-ae6c-504b0d9a3652::span:36:41	a61641a0-3bfd-4452-ae6c-504b0d9a3652::span:196:204	1
a61641a0-3bfd-4452-ae6c-504b0d9a3652::span:210:215	a61641a0-3bfd-4452-ae6c-504b0d9a3652::span:22:30	1
a61641a0-3bfd-4452-ae6c-504b0d9a3652::span:210:215	a61641a0-3bfd-4452-ae6c-504b0d9a3652::span:196:204	1
a61641a0-3bfd-4452-ae6c-504b0d9a3652::span:0:5	a61641a0-3bfd-4452-ae6c-504b0d9a3652::span:36:41	-1
a61641a0-3bfd-4452-ae6c-504b0d9a3652::span:0:5	a61641a0-3bfd-4452-ae6c-504b0d9a3652::span:210:215	-1
a61641a0-3bfd-4452-ae6c-504b0d9a3652::span:36:41	a61641a0-3bfd-4452-ae6c-504b0d9a3652::span:210:215	-1
a61641a0-3bfd-4452-ae6c-504b0d9a3652::span:22:30	a61641a0-3bfd-4452-ae6c-504b0d9a3652::span:196:204	-1
ee4d067f-84d3-49ae-a5a1-379430253a80::span:148:154	ee4d067f-84d3-49ae-a5a1-379430253a80::span:92:101	1
ee4d067f-84d3-49ae-a5a1-379430253a80::span:51:81	ee4d067f-84d3-49ae-a5a1-379430253a80::span:92:101	-1
ee4d067f-84d3-49ae-a5a1-379430253a80::span:51:81	ee4d067f-84d3-49ae-a5a1-379430253a80::span:51:59	-1
ee4d067f-84d3-49ae-a5a1-379430253a80::span:51:81	ee4d067f-84d3-49ae-a5a1-379430253a80::span:318:326	-1
ee4d067f-84d3-49ae-a5a1-379430253a80::span:92:101	ee4d067f-84d3-49ae-a5a1-379430253a80::span:51:59	-1
ee4d067f-84d3-49ae-a5a1-379430253a80::span:92:101	ee4d067f-84d3-49ae-a5a1-379430253a80::span:318:326	-1
ee4d067f-84d3-49ae-a5a1-379430253a80::span:51:59	ee4d067f-84d3-49ae-a5a1-379430253a80::span:318:326	-1
235efe5f-e053-4a4e-8ae0-53ae0798dfc3::span:51:81	235efe5f-e053-4a4e-8ae0-53ae0798dfc3::span:61:66	-1
235efe5f-e053-4a4e-8ae0-53ae0798dfc3::span:51:81	235efe5f-e053-4a4e-8ae0-53ae0798dfc3::span:148:153	-1
235efe5f-e053-4a4e-8ae0-53ae0798dfc3::span:61:66	235efe5f-e053-4a4e-8ae0-53ae0798dfc3::span:148:153	-1
1335fcbc-6077-4899-8174-3a178dc5f3e5::span:124:132	1335fcbc-6077-4899-8174-3a178dc5f3e5::span:40:46	1
1335fcbc-6077-4899-8174-3a178dc5f3e5::span:124:132	1335fcbc-6077-4899-8174-3a178dc5f3e5::span:158:163	1
1335fcbc-6077-4899-8174-3a178dc5f3e5::span:124:132	1335fcbc-6077-4899-8174-3a178dc5f3e5::span:240:245	1
1335fcbc-6077-4899-8174-3a178dc5f3e5::span:40:46	1335fcbc-6077-4899-8174-3a178dc5f3e5::span:158:163	-1
1335fcbc-6077-4899-8174-3a178dc5f3e5::span:40:46	1335fcbc-6077-4899-8174-3a178dc5f3e5::span:240:245	-1
1335fcbc-6077-4899-8174-3a178dc5f3e5::span:158:163	1335fcbc-6077-4899-8174-3a178dc5f3e5::span:240:245	-1
20aacdbc-b5b2-49d1-88ea-041021189b7f::span:22:30	20aacdbc-b5b2-49d1-88ea-041021189b7f::span:36:41	1
a8040b0d-5cdf-429c-847d-a6585aefd8d3::span:43:48	a8040b0d-5cdf-429c-847d-a6585aefd8d3::span:164:172	1
a8040b0d-5cdf-429c-847d-a6585aefd8d3::span:43:48	a8040b0d-5cdf-429c-847d-a6585aefd8d3::span:174:182	1
a8040b0d-5cdf-429c-847d-a6585aefd8d3::span:114:119	a8040b0d-5cdf-429c-847d-a6585aefd8d3::span:164:172	1
a8040b0d-5cdf-429c-847d-a6585aefd8d3::span:114:119	a8040b0d-5cdf-429c-847d-a6585aefd8d3::span:174:182	1
a8040b0d-5cdf-429c-847d-a6585aefd8d3::span:43:48	a8040b0d-5cdf-429c-847d-a6585aefd8d3::span:114:119	-1
a8040b0d-5cdf-429c-847d-a6585aefd8d3::span:164:172	a8040b0d-5cdf-429c-847d-a6585aefd8d3::span:174:182	-1
99aa85ff-3f40-4b75-b00e-490de9e92d92::span:10:18	99aa85ff-3f40-4b75-b00e-490de9e92d92::span:42:47	-1
0f7093a6-2037-4bbd-b4dd-ff3d0aa49785::span:30:35	0f7093a6-2037-4bbd-b4dd-ff3d0aa49785::span:6:14	1
7fa24a23-dc16-4961-980f-70dc81b8fd45::span:136:141	7fa24a23-dc16-4961-980f-70dc81b8fd45::span:198:206	-1
950f3d4d-baa5-492d-aba1-a6ce653337f5::span:30:38	950f3d4d-baa5-492d-aba1-a6ce653337f5::span:63:68	1
efcd6e0c-145c-431c-90eb-305ef1ea4edd::span:48:53	efcd6e0c-145c-431c-90eb-305ef1ea4edd::span:153:161	-1
efcd6e0c-145c-431c-90eb-305ef1ea4edd::span:191:196	efcd6e0c-145c-431c-90eb-305ef1ea4edd::span:153:161	-1
efcd6e0c-145c-431c-90eb-305ef1ea4edd::span:48:53	efcd6e0c-145c-431c-90eb-305ef1ea4edd::span:191:196	-1
8d798c39-c7d3-42f7-a53e-fa0707043a6d::span:0:5	8d798c39-c7d3-42f7-a53e-fa0707043a6d::span:102:110	1
8d798c39-c7d3-42f7-a53e-fa0707043a6d::span:95:100	8d798c39-c7d3-42f7-a53e-fa0707043a6d::span:102:110	1
8d798c39-c7d3-42f7-a53e-fa0707043a6d::span:0:5	8d798c39-c7d3-42f7-a53e-fa0707043a6d::span:95:100	-1
32a1f5b7-298b-4d87-9544-60b776a35264::span:0:8	32a1f5b7-298b-4d87-9544-60b776a35264::span:29:34	1
32a1f5b7-298b-4d87-9544-60b776a35264::span:0:8	32a1f5b7-298b-4d87-9544-60b776a35264::span:77:82	1
32a1f5b7-298b-4d87-9544-60b776a35264::span:29:34	32a1f5b7-298b-4d87-9544-60b776a35264::span:77:82	-1
055ece0c-752e-48e1-9545-6261b622de6c::span:14:22	055ece0c-752e-48e1-9545-6261b622de6c::span:28:33	1
0f48144b-9028-4eb0-9d78-52f98b037a70::span:17:25	0f48144b-9028-4eb0-9d78-52f98b037a70::span:10:15	-1
0f48144b-9028-4eb0-9d78-52f98b037a70::span:17:25	0f48144b-9028-4eb0-9d78-52f98b037a70::span:37:42	-1
0f48144b-9028-4eb0-9d78-52f98b037a70::span:17:25	0f48144b-9028-4eb0-9d78-52f98b037a70::span:124:129	-1
0f48144b-9028-4eb0-9d78-52f98b037a70::span:10:15	0f48144b-9028-4eb0-9d78-52f98b037a70::span:37:42	-1
0f48144b-9028-4eb0-9d78-52f98b037a70::span:10:15	0f48144b-9028-4eb0-9d78-52f98b037a70::span:124:129	-1
0f48144b-9028-4eb0-9d78-52f98b037a70::span:37:42	0f48144b-9028-4eb0-9d78-52f98b037a70::span:124:129	-1
1f0ce00d-28e1-4a1c-b1b7-53e5532f93b9::span:9:14	1f0ce00d-28e1-4a1c-b1b7-53e5532f93b9::span:165:173	-1
bb11aad2-4ef0-4db4-a2b2-2371b92ee3fc::span:0:8	bb11aad2-4ef0-4db4-a2b2-2371b92ee3fc::span:179:185	1
bb11aad2-4ef0-4db4-a2b2-2371b92ee3fc::span:0:8	bb11aad2-4ef0-4db4-a2b2-2371b92ee3fc::span:14:19	1
bb11aad2-4ef0-4db4-a2b2-2371b92ee3fc::span:0:8	bb11aad2-4ef0-4db4-a2b2-2371b92ee3fc::span:42:47	1
bb11aad2-4ef0-4db4-a2b2-2371b92ee3fc::span:0:8	bb11aad2-4ef0-4db4-a2b2-2371b92ee3fc::span:200:205	1
bb11aad2-4ef0-4db4-a2b2-2371b92ee3fc::span:0:8	bb11aad2-4ef0-4db4-a2b2-2371b92ee3fc::span:287:292	1
bb11aad2-4ef0-4db4-a2b2-2371b92ee3fc::span:0:8	bb11aad2-4ef0-4db4-a2b2-2371b92ee3fc::span:416:421	1
bb11aad2-4ef0-4db4-a2b2-2371b92ee3fc::span:32:40	bb11aad2-4ef0-4db4-a2b2-2371b92ee3fc::span:179:185	1
bb11aad2-4ef0-4db4-a2b2-2371b92ee3fc::span:32:40	bb11aad2-4ef0-4db4-a2b2-2371b92ee3fc::span:14:19	1
bb11aad2-4ef0-4db4-a2b2-2371b92ee3fc::span:32:40	bb11aad2-4ef0-4db4-a2b2-2371b92ee3fc::span:42:47	1
bb11aad2-4ef0-4db4-a2b2-2371b92ee3fc::span:32:40	bb11aad2-4ef0-4db4-a2b2-2371b92ee3fc::span:200:205	1
bb11aad2-4ef0-4db4-a2b2-2371b92ee3fc::span:32:40	bb11aad2-4ef0-4db4-a2b2-2371b92ee3fc::span:287:292	1
bb11aad2-4ef0-4db4-a2b2-2371b92ee3fc::span:32:40	bb11aad2-4ef0-4db4-a2b2-2371b92ee3fc::span:416:421	1
bb11aad2-4ef0-4db4-a2b2-2371b92ee3fc::span:113:121	bb11aad2-4ef0-4db4-a2b2-2371b92ee3fc::span:179:185	1
bb11aad2-4ef0-4db4-a2b2-2371b92ee3fc::span:113:121	bb11aad2-4ef0-4db4-a2b2-2371b92ee3fc::span:14:19	1
bb11aad2-4ef0-4db4-a2b2-2371b92ee3fc::span:113:121	bb11aad2-4ef0-4db4-a2b2-2371b92ee3fc::span:42:47	1
bb11aad2-4ef0-4db4-a2b2-2371b92ee3fc::span:113:121	bb11aad2-4ef0-4db4-a2b2-2371b92ee3fc::span:200:205	1
bb11aad2-4ef0-4db4-a2b2-2371b92ee3fc::span:113:121	bb11aad2-4ef0-4db4-a2b2-2371b92ee3fc::span:287:292	1
bb11aad2-4ef0-4db4-a2b2-2371b92ee3fc::span:113:121	bb11aad2-4ef0-4db4-a2b2-2371b92ee3fc::span:416:421	1
bb11aad2-4ef0-4db4-a2b2-2371b92ee3fc::span:261:269	bb11aad2-4ef0-4db4-a2b2-2371b92ee3fc::span:179:185	1
bb11aad2-4ef0-4db4-a2b2-2371b92ee3fc::span:261:269	bb11aad2-4ef0-4db4-a2b2-2371b92ee3fc::span:14:19	1
bb11aad2-4ef0-4db4-a2b2-2371b92ee3fc::span:261:269	bb11aad2-4ef0-4db4-a2b2-2371b92ee3fc::span:42:47	1
bb11aad2-4ef0-4db4-a2b2-2371b92ee3fc::span:261:269	bb11aad2-4ef0-4db4-a2b2-2371b92ee3fc::span:200:205	1
bb11aad2-4ef0-4db4-a2b2-2371b92ee3fc::span:261:269	bb11aad2-4ef0-4db4-a2b2-2371b92ee3fc::span:287:292	1
bb11aad2-4ef0-4db4-a2b2-2371b92ee3fc::span:261:269	bb11aad2-4ef0-4db4-a2b2-2371b92ee3fc::span:416:421	1
bb11aad2-4ef0-4db4-a2b2-2371b92ee3fc::span:406:414	bb11aad2-4ef0-4db4-a2b2-2371b92ee3fc::span:179:185	1
bb11aad2-4ef0-4db4-a2b2-2371b92ee3fc::span:406:414	bb11aad2-4ef0-4db4-a2b2-2371b92ee3fc::span:14:19	1
bb11aad2-4ef0-4db4-a2b2-2371b92ee3fc::span:406:414	bb11aad2-4ef0-4db4-a2b2-2371b92ee3fc::span:42:47	1
bb11aad2-4ef0-4db4-a2b2-2371b92ee3fc::span:406:414	bb11aad2-4ef0-4db4-a2b2-2371b92ee3fc::span:200:205	1
bb11aad2-4ef0-4db4-a2b2-2371b92ee3fc::span:406:414	bb11aad2-4ef0-4db4-a2b2-2371b92ee3fc::span:287:292	1
bb11aad2-4ef0-4db4-a2b2-2371b92ee3fc::span:406:414	bb11aad2-4ef0-4db4-a2b2-2371b92ee3fc::span:416:421	1
bb11aad2-4ef0-4db4-a2b2-2371b92ee3fc::span:0:8	bb11aad2-4ef0-4db4-a2b2-2371b92ee3fc::span:32:40	-1
bb11aad2-4ef0-4db4-a2b2-2371b92ee3fc::span:0:8	bb11aad2-4ef0-4db4-a2b2-2371b92ee3fc::span:113:121	-1
bb11aad2-4ef0-4db4-a2b2-2371b92ee3fc::span:0:8	bb11aad2-4ef0-4db4-a2b2-2371b92ee3fc::span:261:269	-1
bb11aad2-4ef0-4db4-a2b2-2371b92ee3fc::span:0:8	bb11aad2-4ef0-4db4-a2b2-2371b92ee3fc::span:406:414	-1
bb11aad2-4ef0-4db4-a2b2-2371b92ee3fc::span:32:40	bb11aad2-4ef0-4db4-a2b2-2371b92ee3fc::span:113:121	-1
bb11aad2-4ef0-4db4-a2b2-2371b92ee3fc::span:32:40	bb11aad2-4ef0-4db4-a2b2-2371b92ee3fc::span:261:269	-1
bb11aad2-4ef0-4db4-a2b2-2371b92ee3fc::span:32:40	bb11aad2-4ef0-4db4-a2b2-2371b92ee3fc::span:406:414	-1
bb11aad2-4ef0-4db4-a2b2-2371b92ee3fc::span:113:121	bb11aad2-4ef0-4db4-a2b2-2371b92ee3fc::span:261:269	-1
bb11aad2-4ef0-4db4-a2b2-2371b92ee3fc::span:113:121	bb11aad2-4ef0-4db4-a2b2-2371b92ee3fc::span:406:414	-1
bb11aad2-4ef0-4db4-a2b2-2371b92ee3fc::span:261:269	bb11aad2-4ef0-4db4-a2b2-2371b92ee3fc::span:406:414	-1
bb11aad2-4ef0-4db4-a2b2-2371b92ee3fc::span:179:185	bb11aad2-4ef0-4db4-a2b2-2371b92ee3fc::span:14:19	-1
bb11aad2-4ef0-4db4-a2b2-2371b92ee3fc::span:179:185	bb11aad2-4ef0-4db4-a2b2-2371b92ee3fc::span:42:47	-1
bb11aad2-4ef0-4db4-a2b2-2371b92ee3fc::span:179:185	bb11aad2-4ef0-4db4-a2b2-2371b92ee3fc::span:200:205	-1
bb11aad2-4ef0-4db4-a2b2-2371b92ee3fc::span:179:185	bb11aad2-4ef0-4db4-a2b2-2371b92ee3fc::span:287:292	-1
bb11aad2-4ef0-4db4-a2b2-2371b92ee3fc::span:179:185	bb11aad2-4ef0-4db4-a2b2-2371b92ee3fc::span:416:421	-1
bb11aad2-4ef0-4db4-a2b2-2371b92ee3fc::span:14:19	bb11aad2-4ef0-4db4-a2b2-2371b92ee3fc::span:42:47	-1
bb11aad2-4ef0-4db4-a2b2-2371b92ee3fc::span:14:19	bb11aad2-4ef0-4db4-a2b2-2371b92ee3fc::span:200:205	-1
bb11aad2-4ef0-4db4-a2b2-2371b92ee3fc::span:14:19	bb11aad2-4ef0-4db4-a2b2-2371b92ee3fc::span:287:292	-1
bb11aad2-4ef0-4db4-a2b2-2371b92ee3fc::span:14:19	bb11aad2-4ef0-4db4-a2b2-2371b92ee3fc::span:416:421	-1
bb11aad2-4ef0-4db4-a2b2-2371b92ee3fc::span:42:47	bb11aad2-4ef0-4db4-a2b2-2371b92ee3fc::span:200:205	-1
bb11aad2-4ef0-4db4-a2b2-2371b92ee3fc::span:42:47	bb11aad2-4ef0-4db4-a2b2-2371b92ee3fc::span:287:292	-1
bb11aad2-4ef0-4db4-a2b2-2371b92ee3fc::span:42:47	bb11aad2-4ef0-4db4-a2b2-2371b92ee3fc::span:416:421	-1
bb11aad2-4ef0-4db4-a2b2-2371b92ee3fc::span:200:205	bb11aad2-4ef0-4db4-a2b2-2371b92ee3fc::span:287:292	-1
bb11aad2-4ef0-4db4-a2b2-2371b92ee3fc::span:200:205	bb11aad2-4ef0-4db4-a2b2-2371b92ee3fc::span:416:421	-1
bb11aad2-4ef0-4db4-a2b2-2371b92ee3fc::span:287:292	bb11aad2-4ef0-4db4-a2b2-2371b92ee3fc::span:416:421	-1
103798ec-e58b-4bde-9740-70fb5a4f587a::span:48:56	103798ec-e58b-4bde-9740-70fb5a4f587a::span:61:67	1
103798ec-e58b-4bde-9740-70fb5a4f587a::span:48:56	103798ec-e58b-4bde-9740-70fb5a4f587a::span:125:130	1
103798ec-e58b-4bde-9740-70fb5a4f587a::span:61:67	103798ec-e58b-4bde-9740-70fb5a4f587a::span:125:130	-1
0a2618d7-53ee-48f2-8792-f6bda4ee8b27::span:30:38	0a2618d7-53ee-48f2-8792-f6bda4ee8b27::span:0:5	1
febe27b9-0416-43e1-8801-67fc5d010999::span:0:6	febe27b9-0416-43e1-8801-67fc5d010999::span:34:60	-1
febe27b9-0416-43e1-8801-67fc5d010999::span:0:6	febe27b9-0416-43e1-8801-67fc5d010999::span:164:175	-1
febe27b9-0416-43e1-8801-67fc5d010999::span:0:6	febe27b9-0416-43e1-8801-67fc5d010999::span:190:206	-1
febe27b9-0416-43e1-8801-67fc5d010999::span:0:6	febe27b9-0416-43e1-8801-67fc5d010999::span:63:76	-1
febe27b9-0416-43e1-8801-67fc5d010999::span:0:6	febe27b9-0416-43e1-8801-67fc5d010999::span:133:144	-1
febe27b9-0416-43e1-8801-67fc5d010999::span:63:76	febe27b9-0416-43e1-8801-67fc5d010999::span:92:103	-1
febe27b9-0416-43e1-8801-67fc5d010999::span:63:76	febe27b9-0416-43e1-8801-67fc5d010999::span:151:161	-1
febe27b9-0416-43e1-8801-67fc5d010999::span:63:76	febe27b9-0416-43e1-8801-67fc5d010999::span:226:234	-1
febe27b9-0416-43e1-8801-67fc5d010999::span:63:76	febe27b9-0416-43e1-8801-67fc5d010999::span:190:206	-1
febe27b9-0416-43e1-8801-67fc5d010999::span:63:76	febe27b9-0416-43e1-8801-67fc5d010999::span:133:144	-1
febe27b9-0416-43e1-8801-67fc5d010999::span:133:144	febe27b9-0416-43e1-8801-67fc5d010999::span:151:161	-1
febe27b9-0416-43e1-8801-67fc5d010999::span:133:144	febe27b9-0416-43e1-8801-67fc5d010999::span:226:234	-1
febe27b9-0416-43e1-8801-67fc5d010999::span:133:144	febe27b9-0416-43e1-8801-67fc5d010999::span:164:175	-1
febe27b9-0416-43e1-8801-67fc5d010999::span:133:144	febe27b9-0416-43e1-8801-67fc5d010999::span:190:206	-1
78d92e1c-b00a-489a-bd45-5fac10dcc011::span:107:116	78d92e1c-b00a-489a-bd45-5fac10dcc011::span:151:162	-1
78d92e1c-b00a-489a-bd45-5fac10dcc011::span:205:215	78d92e1c-b00a-489a-bd45-5fac10dcc011::span:107:116	-1
78d92e1c-b00a-489a-bd45-5fac10dcc011::span:107:116	78d92e1c-b00a-489a-bd45-5fac10dcc011::span:280:288	-1
78d92e1c-b00a-489a-bd45-5fac10dcc011::span:107:116	78d92e1c-b00a-489a-bd45-5fac10dcc011::span:218:229	-1
78d92e1c-b00a-489a-bd45-5fac10dcc011::span:107:116	78d92e1c-b00a-489a-bd45-5fac10dcc011::span:244:260	-1
78d92e1c-b00a-489a-bd45-5fac10dcc011::span:107:116	78d92e1c-b00a-489a-bd45-5fac10dcc011::span:127:140	-1
78d92e1c-b00a-489a-bd45-5fac10dcc011::span:107:116	78d92e1c-b00a-489a-bd45-5fac10dcc011::span:187:198	-1
78d92e1c-b00a-489a-bd45-5fac10dcc011::span:151:162	78d92e1c-b00a-489a-bd45-5fac10dcc011::span:205:215	-1
78d92e1c-b00a-489a-bd45-5fac10dcc011::span:151:162	78d92e1c-b00a-489a-bd45-5fac10dcc011::span:280:288	-1
78d92e1c-b00a-489a-bd45-5fac10dcc011::span:151:162	78d92e1c-b00a-489a-bd45-5fac10dcc011::span:218:229	-1
78d92e1c-b00a-489a-bd45-5fac10dcc011::span:151:162	78d92e1c-b00a-489a-bd45-5fac10dcc011::span:244:260	-1
78d92e1c-b00a-489a-bd45-5fac10dcc011::span:151:162	78d92e1c-b00a-489a-bd45-5fac10dcc011::span:187:198	-1
78d92e1c-b00a-489a-bd45-5fac10dcc011::span:205:215	78d92e1c-b00a-489a-bd45-5fac10dcc011::span:280:288	-1
78d92e1c-b00a-489a-bd45-5fac10dcc011::span:78:104	78d92e1c-b00a-489a-bd45-5fac10dcc011::span:107:116	-1
78d92e1c-b00a-489a-bd45-5fac10dcc011::span:78:104	78d92e1c-b00a-489a-bd45-5fac10dcc011::span:151:162	-1
78d92e1c-b00a-489a-bd45-5fac10dcc011::span:78:104	78d92e1c-b00a-489a-bd45-5fac10dcc011::span:205:215	-1
78d92e1c-b00a-489a-bd45-5fac10dcc011::span:78:104	78d92e1c-b00a-489a-bd45-5fac10dcc011::span:280:288	-1
78d92e1c-b00a-489a-bd45-5fac10dcc011::span:78:104	78d92e1c-b00a-489a-bd45-5fac10dcc011::span:218:229	-1
78d92e1c-b00a-489a-bd45-5fac10dcc011::span:78:104	78d92e1c-b00a-489a-bd45-5fac10dcc011::span:244:260	-1
78d92e1c-b00a-489a-bd45-5fac10dcc011::span:78:104	78d92e1c-b00a-489a-bd45-5fac10dcc011::span:127:140	-1
78d92e1c-b00a-489a-bd45-5fac10dcc011::span:78:104	78d92e1c-b00a-489a-bd45-5fac10dcc011::span:187:198	-1
78d92e1c-b00a-489a-bd45-5fac10dcc011::span:205:215	78d92e1c-b00a-489a-bd45-5fac10dcc011::span:218:229	-1
78d92e1c-b00a-489a-bd45-5fac10dcc011::span:218:229	78d92e1c-b00a-489a-bd45-5fac10dcc011::span:280:288	-1
78d92e1c-b00a-489a-bd45-5fac10dcc011::span:218:229	78d92e1c-b00a-489a-bd45-5fac10dcc011::span:244:260	-1
78d92e1c-b00a-489a-bd45-5fac10dcc011::span:205:215	78d92e1c-b00a-489a-bd45-5fac10dcc011::span:244:260	-1
78d92e1c-b00a-489a-bd45-5fac10dcc011::span:244:260	78d92e1c-b00a-489a-bd45-5fac10dcc011::span:280:288	-1
78d92e1c-b00a-489a-bd45-5fac10dcc011::span:69:75	78d92e1c-b00a-489a-bd45-5fac10dcc011::span:107:116	-1
